b_acc,epoch,loss,pitts30k_test/R1,pitts30k_test/R10,pitts30k_test/R5,pitts30k_val/R1,pitts30k_val/R10,pitts30k_val/R5,step
0.0,0,1.7636396884918213,,,,,,,19
0.0009765625,0,1.6537294387817383,,,,,,,39
0.0014322916977107525,0,1.5973072052001953,,,,,,,59
0.0026367187965661287,0,1.5630104541778564,,,,,,,79
0.002968749962747097,0,1.5670403242111206,,,,,,,99
0.0026692708488553762,0,1.5615962743759155,,,,,,,119
0.0022879464086145163,0,1.5112500190734863,,,,,,,139
0.0024902343284338713,0,1.4993093013763428,,,,,,,159
0.002300347201526165,0,1.5200246572494507,,,,,,,179
0.002070312388241291,0,1.5014088153839111,,,,,,,199
0.0019176136702299118,0,1.4927489757537842,,,,,,,219
0.0017578124534338713,0,1.4532051086425781,,,,,,,239
0.0018028846243396401,0,1.3938233852386475,,,,,,,259
0.0017299107275903225,0,1.4604015350341797,,,,,,,279
0.0017968750325962901,0,1.4613807201385498,,,,,,,299
0.0018066406482830644,0,1.42942214012146,,,,,,,319
0.0017233456019312143,0,1.475434422492981,,,,,,,339
0.0016493055736646056,0,1.468379020690918,,,,,,,359
0.0016447368543595076,0,1.4765098094940186,,,,,,,379
0.0015625000232830644,0,1.4726659059524536,,,,,,,399
0.001506696455180645,0,1.4708852767944336,,,,,,,419
0.001455965917557478,0,1.4656273126602173,,,,,,,439
0.001409646705724299,0,1.46806001663208,,,,,,,459
0.0013997395290061831,0,1.4421393871307373,,,,,,,479
0.0013593749608844519,0,1.4514126777648926,,,,,,,499
0.0013371394015848637,0,1.4585425853729248,,,,,,,519
0.0012876157416030765,0,1.4583251476287842,,,,,,,539
0.0012416294775903225,0,1.4715993404388428,,,,,,,559
0.0011988145997747779,0,1.4714183807373047,,,,,,,579
0.001158854109235108,0,1.4730441570281982,,,,,,,599
0.0011214717524126172,0,1.4772577285766602,,,,,,,619
0.0010864257346838713,0,1.469886064529419,,,,,,,639
0.0010535038309171796,0,1.4724383354187012,,,,,,,659
0.0010225183796137571,0,1.475785732269287,,,,,,,679
0.0009933036053553224,0,1.470860242843628,,,,,,,699
0.0009765625,0,1.4619477987289429,,,,,,,719
0.0009818412363529205,0,1.4688647985458374,,,,,,,739
0.0009560032631270587,0,1.4760611057281494,,,,,,,759
0.000931490387301892,0,1.4774540662765503,,,,,,,779
0.0009179687476716936,0,1.4674072265625,,,,,,,799
0.0008955792873166502,0,1.477121114730835,,,,,,,819
0.0008742559584788978,0,1.4754358530044556,,,,,,,839
0.00085392442997545,0,1.4711716175079346,,,,,,,859
0.0008433948969468474,0,1.472795009613037,,,,,,,879
0.0008506944286637008,0,1.4617314338684082,,,,,,,899
0.000857676612213254,0,1.4636139869689941,,,,,,,919
0.0008643617038615048,0,1.4643843173980713,,,,,,,939
0.0008870442979969084,0,1.4642797708511353,,,,,,,959
0.000924744876101613,0,1.45658278465271,,,,,,,979
0.0009140624897554517,0,1.4558649063110352,,,,,,,999
0.000896139710675925,0,1.4541071653366089,,,,,,,1019
0.0008789062267169356,0,1.4662052392959595,,,,,,,1039
0.000884433975443244,0,1.4344362020492554,,,,,,,1059
0.0008752893772907555,0,1.4244589805603027,,,,,,,1079
0.0008593749953433871,0,1.4519522190093994,,,,,,,1099
0.000851004442665726,0,1.4521113634109497,,,,,,,1119
0.0008566337637603283,0,1.4601445198059082,,,,,,,1139
0.000841864210087806,0,1.4628231525421143,,,,,,,1159
0.0008540783892385662,0,1.403560757637024,,,,,,,1179
0.0008398437639698386,0,1.4697918891906738,,,,,,,1199
0.0008388832211494446,0,1.465482234954834,,,,,,,1219
0.0008253528503701091,0,1.4643065929412842,,,,,,,1239
0.0008308531832881272,0,1.46116042137146,,,,,,,1259
0.0008178710704669356,0,1.4425532817840576,,,,,,,1279
0.0008052884368225932,0,1.4578449726104736,,,,,,,1299
0.0007930871215648949,0,1.4568045139312744,,,,,,,1319
0.000822061556391418,0,1.4606330394744873,,,,,,,1339
0.0008214613771997392,0,1.467138409614563,,,,,,,1359
0.0008095561643131077,0,1.4669724702835083,,,,,,,1379
0.0008370535797439516,0,1.4381605386734009,,,,,,,1399
0.0008747799438424408,0,1.4527349472045898,,,,,,,1419
0.0008843315881676972,0,1.4560868740081787,,,,,,,1439
0.0009043236495926976,0,1.4597418308258057,,,,,,,1459
0.0008973817457444966,0,1.443178415298462,,,,,,,1479
0.0009114583372138441,0,1.4588929414749146,,,,,,,1499
0.0009714227053336799,0,1.4562125205993652,,,,,,,1519
0.0009993911953642964,0,1.4485892057418823,,,,,,,1539
0.0010016026208177209,0,1.4415363073349,,,,,,,1559
0.000988924060948193,0,1.4519131183624268,,,,,,,1579
0.0009960937313735485,0,1.4318722486495972,,,,,,,1599
0.0009934413246810436,0,1.4385762214660645,,,,,,,1619
0.0009908536449074745,0,1.45640230178833,,,,,,,1639
0.0010024473303928971,0,1.4508745670318604,,,,,,,1659
0.0010323660681024194,0,1.4640147686004639,,,,,,,1679
0.0010661764536052942,0,1.4485695362091064,,,,,,,1699
0.00109920057002455,0,1.425875186920166,,,,,,,1719
0.0011135058011859655,0,1.4453741312026978,,,,,,,1739
0.0011230468517169356,0,1.4453060626983643,,,,,,,1759
0.0011104283621534705,0,1.4409540891647339,,,,,,,1779
0.0011371527798473835,0,1.4512684345245361,,,,,,,1799
0.0011246566427871585,0,1.4554411172866821,,,,,,,1819
0.001150645432062447,0,1.4430159330368042,,,,,,,1839
0.001146673341281712,0,1.450107455253601,,,,,,,1859
0.0011594082461670041,0,1.4610869884490967,,,,,,,1879
0.0011718750465661287,0,1.458339810371399,,,,,,,1899
0.0011759439948946238,0,1.4559192657470703,,,,,,,1919
0.0011799291241914034,0,1.4509472846984863,,,,,,,1939
,0,,0.4681631326675415,0.7544013857841492,0.670187771320343,0.4557045102119446,0.7397476434707642,0.6585173606872559,1953
