b_acc,epoch,loss,pitts30k_test/R1,pitts30k_test/R10,pitts30k_test/R5,pitts30k_val/R1,pitts30k_val/R10,pitts30k_val/R5,step
0.12791666388511658,0,0.8783540725708008,,,,,,,19
0.23093749582767487,0,0.6878693103790283,,,,,,,39
0.26256945729255676,0,0.8555119037628174,,,,,,,59
0.2782291769981384,0,0.7022674083709717,,,,,,,79
0.2785416543483734,0,0.7464293837547302,,,,,,,99
0.29729166626930237,0,0.7682096362113953,,,,,,,119
0.3363095223903656,0,0.4361417293548584,,,,,,,139
0.3690885305404663,0,0.5615873336791992,,,,,,,159
0.38229167461395264,0,0.47200489044189453,,,,,,,179
0.3959375023841858,0,0.48087751865386963,,,,,,,199
0.40717804431915283,0,0.5667881369590759,,,,,,,219
0.4164409637451172,0,0.5664872527122498,,,,,,,239
0.4288942217826843,0,0.4317660927772522,,,,,,,259
0.4361458420753479,0,0.7135416269302368,,,,,,,279
0.43448612093925476,0,0.6746525764465332,,,,,,,299
0.43334636092185974,0,0.7057472467422485,,,,,,,319
0.43382352590560913,0,0.607443630695343,,,,,,,339
0.4353819489479065,0,0.5018218755722046,,,,,,,359
0.43800437450408936,0,0.5825842618942261,,,,,,,379
0.4399375021457672,0,0.547200620174408,,,,,,,399
0.44085317850112915,0,0.5047237277030945,,,,,,,419
0.439034104347229,0,0.6364620327949524,,,,,,,439
0.4376992881298065,0,0.6782118678092957,,,,,,,459
0.44290798902511597,0,0.48142945766448975,,,,,,,479
0.44685834646224976,0,0.4644051492214203,,,,,,,499
0.45239582657814026,0,0.30533111095428467,,,,,,,519
0.45841050148010254,0,0.42593830823898315,,,,,,,539
0.4637351334095001,0,0.46030789613723755,,,,,,,559
0.4702083468437195,0,0.38599255681037903,,,,,,,579
0.4756319522857666,0,0.29377785325050354,,,,,,,599
0.47548386454582214,0,0.43525615334510803,,,,,,,619
0.47555339336395264,0,0.42963215708732605,,,,,,,639
0.4758775234222412,0,0.5512204766273499,,,,,,,659
0.47681373357772827,0,0.3880583941936493,,,,,,,679
0.4792797565460205,0,0.46715402603149414,,,,,,,699
0.4810532331466675,0,0.5773953199386597,,,,,,,719
0.48256757855415344,0,0.4899919629096985,,,,,,,739
0.4844353199005127,0,0.4702327251434326,,,,,,,759
0.4862232804298401,0,0.5612418055534363,,,,,,,779
0.4893281161785126,0,0.3347989022731781,,,,,,,799
0.49174797534942627,0,0.33999133110046387,,,,,,,819
0.494732141494751,0,0.40033775568008423,,,,,,,839
